Violation_ID,Violation_Date,Violation_Time,City,Area,Vehicle_Type,Violation_Type,Fine_Amount,Payment_Status,Payment_Date,Camera_Type,Repeat_Offender,Challan_Source,Weather_Condition
CHL2024_077771,2024-04-22,00:00,Hyderabad,Uppal,Bike,Driving on Wrong Side,1788,Unpaid,,Speed Camera,No,On-ground Police,Rainy
CHL2024_077772,2024-03-20,18:47,Delhi,Karol Bagh,Bike,No Helmet,578,Paid,2024-03-25,Traffic Police Handheld,Yes,On-ground Police,Foggy
CHL2024_077773,2024-02-04,18:27,Pune,Katraj,Bike,Driving on Wrong Side,1589,Paid,2024-02-08,Traffic Police Handheld,No,Automated Camera,Rainy
CHL2024_077774,2024-08-05,08:10,Chennai,Velachery,Car,Wrong Parking,557,Unpaid,,Traffic Police Handheld,No,On-ground Police,Rainy
CHL2024_077775,2024-06-12,21:58,Bengaluru,JP Nagar,Bus,No Seatbelt,973,Paid,2024-06-24,Speed Camera,Yes,Automated Camera,Clear
CHL2024_077776,2024-10-02,08:13,Hyderabad,Uppal,Bike,Wrong Parking,1042,Paid,2024-10-08,CCTV Camera,No,Automated Camera,Foggy
CHL2024_077777,2024-12-15,20:22,Indore,MR10,Bike,Over Speeding,2174,Paid,2024-12-16,Speed Camera,No,On-ground Police,Foggy
CHL2024_077778,2024-04-02,21:23,Ahmedabad,Navrangpura,Bike,Driving on Wrong Side,1501,Unpaid,,Traffic Police Handheld,No,Automated Camera,Rainy
CHL2024_077779,2024-10-23,10:45,Surat,Nanpura,Bike,Wrong Parking,1108,Unpaid,,Speed Camera,Yes,On-ground Police,Rainy
CHL2024_077780,2024-01-30,21:48,Bengaluru,Indiranagar,Truck,Over Speeding,2400,Unpaid,,Speed Camera,No,On-ground Police,Foggy
CHL2024_077781,2024-07-24,19:43,Bengaluru,JP Nagar,Bike,Wrong Parking,549,Paid,2024-08-03,CCTV Camera,No,Automated Camera,Rainy
CHL2024_077782,2024-09-05,06:36,Bengaluru,Electronic City,Bike,Signal Jumping,1846,Paid,2024-09-16,CCTV Camera,No,Automated Camera,Foggy
CHL2024_077783,2024-06-04,12:24,Nagpur,Dharampeth,Car,Over Speeding,2160,Unpaid,,CCTV Camera,No,Automated Camera,Foggy
CHL2024_077784,2024-10-20,23:53,Nagpur,Manish Nagar,Car,No Seatbelt,663,Unpaid,,CCTV Camera,No,On-ground Police,Rainy
CHL2024_077785,2024-08-31,10:29,Indore,Bhawarkua,Truck,Wrong Parking,1065,Paid,2024-08-31,CCTV Camera,No,Automated Camera,Rainy
CHL2024_077786,2024-11-07,22:13,Nagpur,Dharampeth,Bike,Signal Jumping,1367,Unpaid,,Speed Camera,Yes,Automated Camera,Clear
CHL2024_077787,2024-12-08,01:37,Ahmedabad,Thaltej,Bike,Signal Jumping,1069,Unpaid,,Traffic Police Handheld,No,Automated Camera,Clear
CHL2024_077788,2024-05-20,08:45,Surat,Piplod,Bike,Wrong Parking,1038,Paid,2024-05-28,CCTV Camera,No,On-ground Police,Rainy
CHL2024_077789,2024-09-10,21:36,Chennai,Tambaram,Car,Driving on Wrong Side,1196,Unpaid,,Traffic Police Handheld,Yes,Automated Camera,Rainy
CHL2024_077790,2024-08-09,21:00,Pune,Hadapsar,Car,Driving on Wrong Side,1981,Unpaid,,Speed Camera,No,Automated Camera,Rainy
CHL2024_077791,2024-04-15,18:05,Pune,Kothrud,Bus,Wrong Parking,1304,Unpaid,,CCTV Camera,No,Automated Camera,Foggy
CHL2024_077792,2024-01-28,09:49,Mumbai,Andheri,Car,No Seatbelt,616,Paid,2024-02-02,Traffic Police Handheld,No,Automated Camera,Rainy
CHL2024_077793,2024-10-28,16:47,Indore,Rau,Bus,Wrong Parking,627,Paid,2024-11-11,Speed Camera,No,On-ground Police,Clear
CHL2024_077794,2024-04-14,21:22,Ahmedabad,Gota,Car,Over Speeding,1877,Paid,2024-04-19,Traffic Police Handheld,No,On-ground Police,Rainy
CHL2024_077795,2024-07-27,17:39,Pune,Shivajinagar,Car,No Helmet,699,Paid,2024-08-05,CCTV Camera,No,Automated Camera,Rainy
CHL2024_077796,2024-10-23,09:17,Nagpur,Wardha Road,Bike,No Helmet,795,Paid,2024-10-24,CCTV Camera,No,On-ground Police,Rainy
CHL2024_077797,2024-08-09,10:13,Bengaluru,Yelahanka,Car,Signal Jumping,1813,Unpaid,,Traffic Police Handheld,Yes,On-ground Police,Foggy
CHL2024_077798,2024-09-05,21:32,Bengaluru,JP Nagar,Bike,No Seatbelt,640,Paid,2024-09-10,Speed Camera,No,On-ground Police,Foggy
CHL2024_077799,2024-06-16,09:49,Bengaluru,Hebbal,Bike,No Seatbelt,863,Paid,2024-06-26,Speed Camera,Yes,On-ground Police,Foggy
CHL2024_077800,2024-03-02,08:26,Indore,MR10,Car,Wrong Parking,566,Unpaid,,Traffic Police Handheld,Yes,Automated Camera,Clear
CHL2024_077801,2024-09-11,08:55,Ahmedabad,Bopal,Bike,No Helmet,903,Paid,2024-09-24,CCTV Camera,No,On-ground Police,Foggy
CHL2024_077802,2024-07-08,09:49,Delhi,Vasant Kunj,Car,Signal Jumping,1228,Paid,2024-07-12,CCTV Camera,No,Automated Camera,Foggy
CHL2024_077803,2024-07-16,16:56,Mumbai,Malad,Bike,Signal Jumping,1901,Paid,2024-07-30,Speed Camera,No,Automated Camera,Foggy
CHL2024_077804,2024-06-05,19:17,Delhi,Janakpuri,Bike,No Seatbelt,769,Paid,2024-06-11,Speed Camera,No,Automated Camera,Foggy
CHL2024_077805,2024-01-04,21:31,Delhi,Rohini,Bike,Driving on Wrong Side,1684,Unpaid,,Speed Camera,Yes,On-ground Police,Rainy
CHL2024_077806,2024-09-15,14:58,Nagpur,Mankapur,Car,No Helmet,798,Paid,2024-09-19,CCTV Camera,No,On-ground Police,Clear
CHL2024_077807,2024-01-17,04:22,Delhi,Karol Bagh,Bike,Driving on Wrong Side,1049,Paid,2024-01-27,Speed Camera,No,Automated Camera,Foggy
CHL2024_077808,2024-02-06,21:15,Surat,Udhna,Truck,No Seatbelt,735,Unpaid,,Traffic Police Handheld,Yes,Automated Camera,Foggy
CHL2024_077809,2024-01-23,10:46,Mumbai,Bandra,Truck,Over Speeding,1915,Paid,2024-02-03,CCTV Camera,No,On-ground Police,Rainy
CHL2024_077810,2024-11-01,10:43,Bengaluru,BTM,Bike,Over Speeding,2011,Paid,2024-11-13,Traffic Police Handheld,No,Automated Camera,Clear
CHL2024_077811,2024-07-21,21:43,Bengaluru,Indiranagar,Bike,Signal Jumping,1051,Paid,2024-08-01,Traffic Police Handheld,No,Automated Camera,Foggy
CHL2024_077812,2024-11-25,10:49,Nagpur,Mankapur,Car,Signal Jumping,1880,Unpaid,,CCTV Camera,No,Automated Camera,Foggy
CHL2024_077813,2024-11-06,08:52,Pune,Baner,Bike,Signal Jumping,1660,Unpaid,,Speed Camera,No,Automated Camera,Clear
CHL2024_077814,2024-08-26,18:43,Nagpur,Dharampeth,Bike,Over Speeding,2137,Unpaid,,Speed Camera,No,Automated Camera,Foggy
CHL2024_077815,2024-08-01,19:16,Surat,Nanpura,Car,Over Speeding,2259,Paid,2024-08-09,Traffic Police Handheld,No,Automated Camera,Clear
CHL2024_077816,2024-11-08,09:22,Pune,Aundh,Car,Signal Jumping,1494,Paid,2024-11-23,Traffic Police Handheld,No,Automated Camera,Foggy
CHL2024_077817,2024-01-14,08:40,Hyderabad,Uppal,Bike,Wrong Parking,975,Paid,2024-01-25,CCTV Camera,No,Automated Camera,Rainy
CHL2024_077818,2024-11-26,18:32,Hyderabad,Madhapur,Bike,No Helmet,988,Unpaid,,CCTV Camera,No,On-ground Police,Rainy
CHL2024_077819,2024-01-23,10:54,Hyderabad,Uppal,Auto,No Helmet,787,Paid,2024-01-26,Traffic Police Handheld,No,Automated Camera,Clear
CHL2024_077820,2024-10-28,08:04,Hyderabad,Secunderabad,Bike,Over Speeding,2134,Paid,2024-11-02,CCTV Camera,No,Automated Camera,Rainy
CHL2024_077821,2024-07-05,14:21,Chennai,Anna Nagar,Car,Signal Jumping,1243,Unpaid,,Speed Camera,No,On-ground Police,Foggy
CHL2024_077822,2024-11-14,19:13,Nagpur,Wardha Road,Car,Driving on Wrong Side,1536,Paid,2024-11-22,Speed Camera,Yes,Automated Camera,Clear
CHL2024_077823,2024-03-21,20:19,Indore,Palasia,Bike,Over Speeding,2341,Paid,2024-04-04,Speed Camera,Yes,Automated Camera,Rainy
CHL2024_077824,2024-09-18,21:18,Chennai,Porur,Auto,Signal Jumping,1877,Unpaid,,Traffic Police Handheld,No,On-ground Police,Foggy
CHL2024_077825,2024-06-29,08:29,Bengaluru,BTM,Bike,Wrong Parking,1433,Unpaid,,Traffic Police Handheld,No,Automated Camera,Rainy
CHL2024_077826,2024-04-01,03:08,Indore,Rajwada,Bus,Signal Jumping,1406,Paid,2024-04-13,Traffic Police Handheld,No,Automated Camera,Foggy
CHL2024_077827,2024-04-12,21:31,Surat,Vesu,Bike,Wrong Parking,848,Unpaid,,Speed Camera,Yes,Automated Camera,Rainy
CHL2024_077828,2024-02-24,18:43,Bengaluru,Whitefield,Car,No Seatbelt,996,Paid,2024-03-10,Speed Camera,No,On-ground Police,Clear
CHL2024_077829,2024-01-27,20:31,Pune,Aundh,Bike,Signal Jumping,1490,Unpaid,,CCTV Camera,No,Automated Camera,Clear
CHL2024_077830,2024-08-01,18:31,Chennai,Tambaram,Bike,Over Speeding,2404,Unpaid,,CCTV Camera,Yes,Automated Camera,Foggy
CHL2024_077831,2024-03-10,08:47,Chennai,Velachery,Truck,Wrong Parking,1254,Unpaid,,CCTV Camera,No,On-ground Police,Foggy
CHL2024_077832,2024-02-01,10:59,Indore,Rajwada,Car,No Seatbelt,619,Paid,2024-02-09,Traffic Police Handheld,No,On-ground Police,Rainy
CHL2024_077833,2024-05-04,21:04,Hyderabad,Gachibowli,Bike,No Helmet,809,Paid,2024-05-10,Speed Camera,No,On-ground Police,Clear
CHL2024_077834,2024-08-07,07:27,Pune,Aundh,Auto,Over Speeding,2352,Unpaid,,Speed Camera,Yes,Automated Camera,Clear
CHL2024_077835,2024-12-09,10:34,Mumbai,Andheri,Car,Driving on Wrong Side,1476,Paid,2024-12-15,Speed Camera,Yes,On-ground Police,Clear
CHL2024_077836,2024-06-14,10:05,Chennai,Velachery,Bike,No Seatbelt,810,Unpaid,,Speed Camera,No,On-ground Police,Rainy
CHL2024_077837,2024-10-05,10:11,Delhi,Janakpuri,Bike,Signal Jumping,1738,Paid,2024-10-20,Speed Camera,No,Automated Camera,Clear
CHL2024_077838,2024-03-12,19:09,Mumbai,Goregaon,Auto,No Seatbelt,983,Unpaid,,CCTV Camera,No,On-ground Police,Clear
CHL2024_077839,2024-12-15,21:55,Delhi,Lajpat Nagar,Bike,No Helmet,840,Unpaid,,CCTV Camera,No,On-ground Police,Foggy
CHL2024_077840,2024-05-25,21:22,Hyderabad,Uppal,Car,Wrong Parking,1324,Paid,2024-06-05,Traffic Police Handheld,No,Automated Camera,Clear
CHL2024_077841,2024-05-27,20:01,Mumbai,Goregaon,Car,No Helmet,876,Paid,2024-06-04,CCTV Camera,No,On-ground Police,Rainy
CHL2024_077842,2024-05-08,09:22,Bengaluru,Yelahanka,Bike,No Helmet,532,Paid,2024-05-13,CCTV Camera,Yes,On-ground Police,Rainy
CHL2024_077843,2024-05-09,17:05,Bengaluru,Yelahanka,Bus,Driving on Wrong Side,1140,Paid,2024-05-16,CCTV Camera,No,Automated Camera,Foggy
CHL2024_077844,2024-05-18,11:33,Ahmedabad,Navrangpura,Bus,Over Speeding,2378,Paid,2024-05-19,Traffic Police Handheld,Yes,On-ground Police,Rainy
CHL2024_077845,2024-11-11,19:10,Indore,MR10,Car,Over Speeding,2346,Paid,2024-11-19,Speed Camera,No,On-ground Police,Rainy
CHL2024_077846,2024-08-15,15:11,Mumbai,Goregaon,Bike,Signal Jumping,1437,Paid,2024-08-27,CCTV Camera,No,On-ground Police,Clear
CHL2024_077847,2024-05-21,21:13,Indore,Vijay Nagar,Car,Driving on Wrong Side,1992,Unpaid,,Speed Camera,Yes,On-ground Police,Foggy
CHL2024_077848,2024-01-18,01:55,Pune,Shivajinagar,Bus,Wrong Parking,986,Unpaid,,Speed Camera,No,Automated Camera,Rainy
CHL2024_077849,2024-03-17,08:11,Bengaluru,Marathahalli,Bike,No Helmet,871,Paid,2024-03-30,CCTV Camera,No,Automated Camera,Clear
CHL2024_077850,2024-04-15,10:39,Delhi,Lajpat Nagar,Car,No Seatbelt,923,Paid,2024-04-23,Speed Camera,No,Automated Camera,Foggy
CHL2024_077851,2024-10-12,18:08,Pune,Shivajinagar,Auto,Signal Jumping,1032,Paid,2024-10-23,Speed Camera,Yes,Automated Camera,Foggy
CHL2024_077852,2024-11-23,21:58,Delhi,Vasant Kunj,Car,Signal Jumping,1808,Paid,2024-12-05,Speed Camera,No,Automated Camera,Foggy
CHL2024_077853,2024-08-08,16:27,Mumbai,Malad,Bike,Wrong Parking,744,Unpaid,,Traffic Police Handheld,No,Automated Camera,Foggy
CHL2024_077854,2024-04-09,08:23,Pune,Shivajinagar,Truck,No Helmet,529,Unpaid,,CCTV Camera,Yes,On-ground Police,Foggy
CHL2024_077855,2024-08-07,05:06,Mumbai,Andheri,Bike,Wrong Parking,668,Paid,2024-08-20,Speed Camera,No,Automated Camera,Clear
CHL2024_077856,2024-09-29,02:11,Nagpur,Mahal,Bike,Wrong Parking,853,Paid,2024-10-05,Speed Camera,No,Automated Camera,Clear
CHL2024_077857,2024-02-28,08:49,Hyderabad,Uppal,Car,Over Speeding,2425,Paid,2024-03-05,CCTV Camera,No,On-ground Police,Foggy
CHL2024_077858,2024-07-26,19:56,Delhi,Lajpat Nagar,Bike,Driving on Wrong Side,1642,Paid,2024-08-05,Speed Camera,No,Automated Camera,Rainy
CHL2024_077859,2024-10-03,12:16,Indore,LIG,Bus,Driving on Wrong Side,1597,Paid,2024-10-05,Speed Camera,No,Automated Camera,Foggy
CHL2024_077860,2024-09-09,14:46,Ahmedabad,Bopal,Auto,Over Speeding,2455,Unpaid,,CCTV Camera,No,On-ground Police,Foggy
CHL2024_077861,2024-01-05,21:12,Chennai,T Nagar,Bus,Signal Jumping,1104,Paid,2024-01-06,Traffic Police Handheld,No,On-ground Police,Foggy
CHL2024_077862,2024-01-03,18:40,Chennai,T Nagar,Bike,Over Speeding,2920,Unpaid,,CCTV Camera,No,On-ground Police,Rainy
CHL2024_077863,2024-09-15,00:00,Chennai,Tambaram,Car,Over Speeding,1792,Paid,2024-09-18,Traffic Police Handheld,No,On-ground Police,Rainy
CHL2024_077864,2024-09-19,09:24,Chennai,Guindy,Bike,Signal Jumping,1942,Paid,2024-09-27,Speed Camera,No,Automated Camera,Foggy
CHL2024_077865,2024-01-04,09:02,Indore,MR10,Truck,Driving on Wrong Side,1692,Paid,2024-01-06,CCTV Camera,No,Automated Camera,Foggy
CHL2024_077866,2024-08-16,10:46,Bengaluru,Hebbal,Bike,No Helmet,833,Paid,2024-08-30,CCTV Camera,No,On-ground Police,Rainy
CHL2024_077867,2024-01-27,08:55,Bengaluru,Whitefield,Car,Over Speeding,1635,Paid,2024-02-04,Traffic Police Handheld,No,Automated Camera,Foggy
CHL2024_077868,2024-04-21,15:10,Pune,Kothrud,Bus,Driving on Wrong Side,1723,Unpaid,,CCTV Camera,Yes,On-ground Police,Foggy
CHL2024_077869,2024-01-26,04:30,Chennai,Anna Nagar,Car,Driving on Wrong Side,1848,Paid,2024-02-02,Traffic Police Handheld,No,On-ground Police,Rainy
CHL2024_077870,2024-05-22,03:29,Surat,Nanpura,Bike,Signal Jumping,1335,Paid,2024-05-25,CCTV Camera,No,On-ground Police,Clear
CHL2024_077871,2024-10-29,19:54,Delhi,Karol Bagh,Bike,Signal Jumping,1721,Paid,2024-10-29,Traffic Police Handheld,No,Automated Camera,Foggy
CHL2024_077872,2024-07-10,21:53,Bengaluru,BTM,Truck,No Seatbelt,527,Paid,2024-07-19,CCTV Camera,Yes,Automated Camera,Rainy
CHL2024_077873,2024-11-19,10:10,Surat,Udhna,Auto,No Helmet,722,Unpaid,,Traffic Police Handheld,No,On-ground Police,Clear
CHL2024_077874,2024-01-05,08:55,Pune,Kothrud,Bike,No Helmet,922,Paid,2024-01-08,Speed Camera,Yes,Automated Camera,Clear
CHL2024_077875,2024-06-04,23:39,Nagpur,Manish Nagar,Bus,No Seatbelt,993,Paid,2024-06-14,Speed Camera,No,Automated Camera,Foggy
CHL2024_077876,2024-04-15,13:14,Chennai,Guindy,Bike,Driving on Wrong Side,1483,Paid,2024-04-21,Traffic Police Handheld,Yes,Automated Camera,Clear
CHL2024_077877,2024-12-12,08:28,Nagpur,Mahal,Car,Wrong Parking,779,Paid,2024-12-19,Speed Camera,Yes,Automated Camera,Foggy
CHL2024_077878,2024-02-28,18:18,Mumbai,Dadar,Auto,No Seatbelt,541,Paid,2024-03-14,Speed Camera,No,Automated Camera,Clear
CHL2024_077879,2024-01-30,17:16,Indore,Bhawarkua,Bus,Signal Jumping,1939,Paid,2024-02-09,Speed Camera,No,On-ground Police,Rainy
CHL2024_077880,2024-07-06,10:43,Ahmedabad,Satellite,Car,Driving on Wrong Side,1646,Paid,2024-07-19,Speed Camera,No,On-ground Police,Clear
CHL2024_077881,2024-07-12,10:48,Bengaluru,Marathahalli,Bike,Wrong Parking,1075,Paid,2024-07-27,Traffic Police Handheld,No,Automated Camera,Clear
CHL2024_077882,2024-01-09,08:38,Hyderabad,Madhapur,Bike,No Seatbelt,602,Paid,2024-01-09,CCTV Camera,No,On-ground Police,Clear
CHL2024_077883,2024-02-29,21:43,Bengaluru,Whitefield,Bus,Over Speeding,1605,Paid,2024-03-01,Traffic Police Handheld,No,On-ground Police,Clear
CHL2024_077884,2024-03-15,04:35,Pune,Aundh,Auto,No Helmet,814,Paid,2024-03-23,Speed Camera,No,On-ground Police,Rainy
CHL2024_077885,2024-11-26,02:07,Pune,Baner,Auto,Over Speeding,2806,Unpaid,,CCTV Camera,No,On-ground Police,Rainy
CHL2024_077886,2024-04-18,23:13,Hyderabad,Kukatpally,Bike,Wrong Parking,934,Paid,2024-04-27,CCTV Camera,No,On-ground Police,Rainy
CHL2024_077887,2024-12-21,14:56,Mumbai,Andheri,Bike,Driving on Wrong Side,1364,Paid,2025-01-01,CCTV Camera,No,On-ground Police,Clear
CHL2024_077888,2024-09-25,18:29,Ahmedabad,Navrangpura,Truck,Over Speeding,1594,Paid,2024-10-01,CCTV Camera,Yes,On-ground Police,Foggy
CHL2024_077889,2024-11-17,19:00,Ahmedabad,Thaltej,Bike,Signal Jumping,1719,Unpaid,,Speed Camera,No,Automated Camera,Foggy
CHL2024_077890,2024-12-08,08:58,Delhi,Pitampura,Bike,Wrong Parking,664,Unpaid,,CCTV Camera,No,On-ground Police,Rainy
CHL2024_077891,2024-03-15,21:18,Pune,Aundh,Bus,No Helmet,506,Paid,2024-03-30,Speed Camera,No,On-ground Police,Foggy
CHL2024_077892,2024-02-17,08:26,Delhi,Pitampura,Car,Wrong Parking,1113,Unpaid,,Speed Camera,No,On-ground Police,Clear
CHL2024_077893,2024-05-15,14:10,Delhi,Saket,Bike,Over Speeding,2740,Paid,2024-05-20,CCTV Camera,No,On-ground Police,Clear
CHL2024_077894,2024-09-10,16:53,Bengaluru,JP Nagar,Bike,No Helmet,630,Unpaid,,CCTV Camera,No,Automated Camera,Foggy
CHL2024_077895,2024-12-30,15:39,Nagpur,Sadar,Bike,Wrong Parking,690,Paid,2025-01-12,CCTV Camera,No,On-ground Police,Rainy
CHL2024_077896,2024-07-29,18:53,Nagpur,Wardha Road,Auto,Signal Jumping,1541,Paid,2024-08-02,CCTV Camera,No,Automated Camera,Clear
CHL2024_077897,2024-03-26,04:19,Bengaluru,Marathahalli,Bus,Wrong Parking,1086,Paid,2024-03-29,Traffic Police Handheld,No,On-ground Police,Clear
CHL2024_077898,2024-03-31,13:52,Ahmedabad,Satellite,Auto,Over Speeding,1798,Paid,2024-04-04,Speed Camera,No,On-ground Police,Rainy
CHL2024_077899,2024-02-02,20:42,Pune,Shivajinagar,Car,Over Speeding,1906,Unpaid,,CCTV Camera,No,On-ground Police,Clear
CHL2024_077900,2024-02-03,09:24,Ahmedabad,Satellite,Truck,Driving on Wrong Side,1612,Paid,2024-02-15,CCTV Camera,Yes,On-ground Police,Clear
CHL2024_077901,2024-01-21,11:03,Hyderabad,Hitech City,Auto,No Helmet,755,Paid,2024-01-29,CCTV Camera,No,Automated Camera,Rainy
CHL2024_077902,2024-07-19,22:16,Nagpur,Mankapur,Bus,No Seatbelt,994,Unpaid,,Speed Camera,No,Automated Camera,Foggy
CHL2024_077903,2024-11-28,10:21,Chennai,Adyar,Car,Signal Jumping,1164,Paid,2024-12-12,Traffic Police Handheld,No,Automated Camera,Clear
CHL2024_077904,2024-09-04,16:19,Surat,Athwa,Bike,No Seatbelt,989,Paid,2024-09-13,Traffic Police Handheld,No,On-ground Police,Rainy
CHL2024_077905,2024-03-11,16:10,Delhi,Saket,Bus,No Seatbelt,639,Unpaid,,CCTV Camera,Yes,On-ground Police,Clear
CHL2024_077906,2024-11-08,09:01,Delhi,Lajpat Nagar,Bike,Driving on Wrong Side,1341,Paid,2024-11-20,Speed Camera,No,Automated Camera,Foggy
CHL2024_077907,2024-06-10,21:08,Indore,Rajwada,Bike,Driving on Wrong Side,1776,Paid,2024-06-19,Traffic Police Handheld,Yes,On-ground Police,Clear
CHL2024_077908,2024-05-09,10:16,Hyderabad,Secunderabad,Bike,Over Speeding,2169,Unpaid,,Traffic Police Handheld,No,On-ground Police,Foggy
CHL2024_077909,2024-08-06,21:23,Delhi,Lajpat Nagar,Car,No Seatbelt,736,Paid,2024-08-18,CCTV Camera,No,On-ground Police,Rainy
CHL2024_077910,2024-04-25,09:08,Ahmedabad,Bopal,Bike,Driving on Wrong Side,1208,Paid,2024-05-01,Traffic Police Handheld,Yes,Automated Camera,Foggy
CHL2024_077911,2024-03-31,08:03,Chennai,Velachery,Auto,Driving on Wrong Side,1677,Unpaid,,Speed Camera,Yes,On-ground Police,Rainy
CHL2024_077912,2024-05-09,18:38,Mumbai,Powai,Truck,No Seatbelt,545,Paid,2024-05-22,Traffic Police Handheld,No,On-ground Police,Foggy
CHL2024_077913,2024-12-15,20:40,Delhi,Rohini,Bike,Signal Jumping,1573,Paid,2024-12-23,Speed Camera,No,Automated Camera,Rainy
CHL2024_077914,2024-05-03,21:20,Ahmedabad,Maninagar,Bike,Wrong Parking,829,Paid,2024-05-17,Speed Camera,Yes,Automated Camera,Rainy
CHL2024_077915,2024-02-08,19:34,Bengaluru,Yelahanka,Bike,Over Speeding,2278,Unpaid,,Speed Camera,No,On-ground Police,Clear
CHL2024_077916,2024-06-25,20:43,Hyderabad,Hitech City,Bike,Wrong Parking,1114,Paid,2024-07-07,CCTV Camera,No,Automated Camera,Foggy
CHL2024_077917,2024-01-14,11:47,Delhi,Lajpat Nagar,Car,No Seatbelt,967,Unpaid,,Speed Camera,Yes,Automated Camera,Clear
CHL2024_077918,2024-11-16,21:56,Indore,Sudama Nagar,Car,Wrong Parking,973,Unpaid,,Traffic Police Handheld,Yes,Automated Camera,Clear
CHL2024_077919,2024-04-16,21:31,Hyderabad,Uppal,Bike,Driving on Wrong Side,1989,Paid,2024-04-22,Traffic Police Handheld,Yes,Automated Camera,Rainy
CHL2024_077920,2024-09-04,18:34,Pune,Hadapsar,Car,Driving on Wrong Side,1754,Paid,2024-09-10,CCTV Camera,No,Automated Camera,Rainy
CHL2024_077921,2024-05-01,04:06,Pune,Kothrud,Auto,Over Speeding,1991,Paid,2024-05-15,Traffic Police Handheld,Yes,Automated Camera,Foggy
CHL2024_077922,2024-07-12,21:35,Indore,Rau,Auto,Driving on Wrong Side,1523,Paid,2024-07-26,Traffic Police Handheld,No,Automated Camera,Clear
CHL2024_077923,2024-01-17,21:24,Surat,Udhna,Bike,Driving on Wrong Side,1576,Unpaid,,Traffic Police Handheld,No,Automated Camera,Clear
CHL2024_077924,2024-12-09,08:47,Hyderabad,Begumpet,Car,No Seatbelt,547,Paid,2024-12-23,Traffic Police Handheld,No,Automated Camera,Clear
CHL2024_077925,2024-02-21,21:17,Indore,MR10,Truck,Wrong Parking,1145,Paid,2024-03-05,CCTV Camera,No,Automated Camera,Clear
CHL2024_077926,2024-07-13,23:07,Chennai,Mylapore,Bike,Signal Jumping,1174,Unpaid,,Speed Camera,No,Automated Camera,Rainy
CHL2024_077927,2024-10-04,11:25,Bengaluru,Marathahalli,Car,Driving on Wrong Side,1172,Paid,2024-10-04,Speed Camera,No,On-ground Police,Foggy
CHL2024_077928,2024-12-26,03:17,Pune,Katraj,Bike,Signal Jumping,1493,Paid,2025-01-01,CCTV Camera,No,Automated Camera,Rainy
CHL2024_077929,2024-11-24,19:13,Indore,Palasia,Bike,Driving on Wrong Side,1144,Paid,2024-11-27,CCTV Camera,Yes,On-ground Police,Clear
CHL2024_077930,2024-04-19,18:00,Surat,Athwa,Bike,Wrong Parking,1445,Paid,2024-05-02,Speed Camera,Yes,On-ground Police,Foggy
CHL2024_077931,2024-06-03,06:35,Indore,Palasia,Truck,No Seatbelt,975,Paid,2024-06-16,Traffic Police Handheld,No,On-ground Police,Rainy
CHL2024_077932,2024-07-02,21:47,Indore,Palasia,Car,No Seatbelt,822,Paid,2024-07-17,Speed Camera,No,On-ground Police,Rainy
CHL2024_077933,2024-11-28,08:51,Surat,Athwa,Bus,Over Speeding,1554,Paid,2024-12-03,Traffic Police Handheld,Yes,Automated Camera,Foggy
CHL2024_077934,2024-03-27,19:53,Mumbai,Dadar,Bike,Signal Jumping,1754,Unpaid,,CCTV Camera,Yes,On-ground Police,Rainy
CHL2024_077935,2024-06-14,10:13,Bengaluru,Electronic City,Bike,No Seatbelt,816,Unpaid,,Speed Camera,No,On-ground Police,Foggy
CHL2024_077936,2024-09-06,03:17,Nagpur,Sitabuldi,Car,Wrong Parking,636,Paid,2024-09-15,CCTV Camera,Yes,Automated Camera,Rainy
CHL2024_077937,2024-11-23,08:14,Ahmedabad,Maninagar,Car,Over Speeding,1971,Unpaid,,Traffic Police Handheld,No,On-ground Police,Rainy
CHL2024_077938,2024-05-08,09:47,Ahmedabad,Paldi,Bike,Over Speeding,1883,Unpaid,,CCTV Camera,No,On-ground Police,Foggy
CHL2024_077939,2024-01-24,09:13,Surat,Udhna,Truck,Over Speeding,1874,Paid,2024-01-25,Traffic Police Handheld,No,Automated Camera,Rainy
CHL2024_077940,2024-09-20,10:05,Chennai,Adyar,Car,Signal Jumping,1779,Paid,2024-09-23,CCTV Camera,Yes,Automated Camera,Rainy
CHL2024_077941,2024-12-06,19:44,Mumbai,Malad,Car,Over Speeding,2528,Paid,2024-12-13,CCTV Camera,Yes,Automated Camera,Rainy
CHL2024_077942,2024-05-03,19:19,Indore,Sudama Nagar,Car,Over Speeding,2616,Paid,2024-05-03,Traffic Police Handheld,No,Automated Camera,Foggy
CHL2024_077943,2024-08-07,20:10,Mumbai,Borivali,Car,Signal Jumping,1470,Paid,2024-08-21,Speed Camera,No,Automated Camera,Rainy
CHL2024_077944,2024-11-24,09:44,Hyderabad,LB Nagar,Bike,Driving on Wrong Side,1377,Unpaid,,CCTV Camera,Yes,On-ground Police,Foggy
CHL2024_077945,2024-08-15,18:25,Delhi,Janakpuri,Car,No Helmet,502,Paid,2024-08-29,Speed Camera,No,Automated Camera,Foggy
CHL2024_077946,2024-01-31,09:47,Ahmedabad,Vastrapur,Bike,Over Speeding,1629,Unpaid,,Speed Camera,Yes,On-ground Police,Rainy
CHL2024_077947,2024-07-26,10:30,Indore,Rau,Bike,Signal Jumping,1526,Unpaid,,Traffic Police Handheld,No,Automated Camera,Clear
